age,income,loan_amount,loan_term,employment_years,credit_score,has_other_loans,approved
67,45506,1944,60,29,479,1,0
26,95626,34385,48,7,420,0,1
52,133095,41455,60,32,348,0,0
34,40655,65668,6,2,799,0,0
37,140972,23331,12,4,307,0,0
34,68560,53472,60,3,507,1,0
66,148468,62336,24,28,339,0,0
18,44976,56939,12,0,433,0,0
61,108672,12962,60,17,328,1,0
21,39396,47013,48,3,390,1,0
31,84657,33403,60,2,687,1,0
33,131707,22560,6,6,547,1,0
51,82199,64190,24,3,391,1,0
43,55761,11570,12,10,772,1,1
56,60389,4684,48,35,399,1,1
23,26714,45026,36,3,441,0,0
19,108805,16318,6,1,694,1,1
28,11164,50679,48,9,468,1,0
59,114625,61777,24,26,336,1,1
28,17062,53616,48,4,711,1,0
34,100444,68105,36,8,622,1,0
66,84407,22390,12,0,357,0,1
30,127435,22537,60,12,660,1,1
37,13416,29040,36,7,530,1,0
61,90867,36877,6,31,417,1,0
38,106407,55283,6,6,478,1,1
61,130957,41087,24,23,738,0,1
23,86282,62964,24,0,527,1,0
35,63241,56617,12,2,385,0,1
44,106468,61720,48,3,320,0,0
66,118788,2167,12,8,421,1,0
49,67016,37895,60,10,782,1,0
67,81200,27861,24,37,524,0,1
23,131026,63989,6,1,424,1,0
22,75032,21395,6,3,807,1,0
34,95979,56075,60,1,544,1,0
35,107639,6053,6,12,446,1,0
23,18707,30900,36,1,595,0,0
39,47319,59332,24,17,658,1,0
21,53346,19233,60,3,792,1,1
45,141571,21284,48,17,340,0,0
58,117399,38167,48,27,652,0,1
30,34343,19645,36,3,465,0,0
29,61578,4276,6,4,315,0,0
23,149692,54031,6,5,722,0,1
36,132262,67200,6,1,414,0,0
54,119837,36859,6,30,576,0,0
56,89268,6345,6,0,517,0,1
24,138621,41131,48,4,460,0,1
19,81985,26843,36,1,730,0,0
19,126502,52182,12,1,826,1,0
25,122090,45940,48,7,649,1,0
52,147161,66759,24,5,808,1,1
51,146204,47498,36,7,381,1,0
25,70316,7869,60,7,420,1,0
39,126311,46277,48,2,439,1,0
27,37049,60920,24,8,357,1,0
69,76532,30541,60,48,471,1,0
57,94133,47597,24,24,695,1,0
27,81412,16022,24,4,842,1,1
61,81107,4535,36,24,796,1,1
32,100055,36091,6,2,594,0,0
50,93448,5758,6,12,702,0,1
46,121027,43964,6,21,437,0,0
66,69290,18047,12,37,397,0,0
58,129192,5383,48,29,566,1,1
70,78601,1535,24,15,436,0,1
43,120554,7783,6,14,734,0,1
31,39744,42867,36,2,591,0,0
54,108553,40571,24,10,698,1,1
23,103612,24094,24,1,428,0,0
32,85143,19927,60,7,588,0,0
18,98507,26718,36,0,684,0,1
47,11268,37315,24,16,500,0,1
30,118815,49256,60,12,616,1,0
59,52443,6179,36,28,328,0,1
47,17068,46507,48,6,813,0,0
33,20127,69777,12,6,316,0,0
28,10511,33586,60,6,775,0,0
23,35192,44830,6,2,705,1,0
69,45757,32868,48,40,343,0,0
34,63852,49242,12,8,809,1,1
21,52867,57213,60,0,335,0,0
24,29462,1012,12,4,655,1,0
38,73088,29982,24,17,777,0,1
44,140440,12286,36,0,428,0,0
58,129242,31924,36,6,428,0,0
51,10591,55867,6,21,370,0,1
37,103796,49134,36,6,439,0,0
47,12972,67247,24,18,768,0,0
47,39593,2814,48,18,673,1,0
28,20660,3203,48,9,464,1,0
59,143144,62193,48,15,311,0,0
61,99392,4111,48,6,571,0,1
56,106785,13149,6,38,827,1,1
44,149366,63313,12,1,367,0,0
37,93809,17820,24,5,482,1,0
24,123363,17678,36,5,586,0,0
50,115729,14140,24,29,321,0,0
64,113131,40704,36,33,584,1,0
64,119187,53932,6,18,791,0,0
44,15537,49514,60,26,506,0,1
55,60321,29445,48,17,468,1,0
51,9701,10722,36,2,471,0,0
46,27001,41771,12,16,389,1,0
55,61389,29681,24,29,510,1,0
51,96306,42510,60,10,373,0,1
56,34897,65638,36,38,673,0,0
63,84194,50103,60,26,304,0,0
43,111701,48259,60,7,519,1,0
62,129338,55121,60,27,476,0,0
37,54657,35035,24,9,756,1,0
30,108398,46326,36,11,777,0,1
21,92482,56074,60,2,441,1,0
67,36313,48628,12,25,817,1,0
59,68148,67063,48,20,789,1,1
69,138252,61391,48,28,813,1,1
41,90294,3064,48,17,548,0,1
31,116913,9731,60,5,645,0,1
51,43887,32220,6,29,336,1,1
61,17308,20067,12,35,344,0,1
21,15289,59525,6,0,800,0,1
33,88127,56478,60,4,380,0,0
31,90680,26992,48,4,734,1,1
47,133767,45250,6,10,623,1,0
52,103874,20948,12,18,815,0,1
36,108676,4182,6,6,352,0,0
31,67560,31063,60,4,431,0,0
43,80369,24888,48,15,603,1,1
42,81498,22978,6,5,670,0,1
68,52578,31329,48,43,536,1,0
47,84953,52587,12,20,850,0,1
23,55128,62648,48,4,733,1,1
50,91139,28131,48,22,413,1,0
59,125132,54065,6,14,320,1,0
24,16151,63918,12,2,766,0,1
40,16993,11749,24,6,393,1,0
41,100279,10229,36,19,839,0,1
32,130125,5867,60,4,778,1,1
22,125241,20184,6,0,566,1,0
36,143195,57534,24,4,406,1,0
65,100954,25690,60,21,652,1,1
39,73265,54426,12,11,569,0,0
25,110866,57790,12,6,725,0,1
46,118460,59988,6,14,526,0,0
55,115396,21080,48,31,464,0,0
37,132449,21611,60,6,471,1,0
63,9236,16505,24,42,638,1,0
69,54413,34662,12,42,418,0,1
61,136891,32452,12,18,564,0,0
24,78523,8185,12,2,304,0,0
57,78429,9011,60,31,309,1,0
54,91675,12047,60,22,456,1,1
30,97934,8387,60,1,432,0,1
39,28662,43016,12,14,819,1,0
59,87777,43394,12,20,709,0,0
22,41610,43026,60,2,630,1,1
34,96528,66763,6,2,450,0,0
34,110002,5015,60,13,470,0,1
64,140478,63280,60,35,484,0,0
69,40547,30141,60,37,767,1,1
48,72664,45596,6,0,637,1,0
25,45757,58028,60,6,779,1,0
42,129535,17303,24,23,315,0,0
52,109198,63056,36,27,773,0,0
43,72877,62744,60,0,496,0,1
70,87791,28824,24,31,806,1,1
58,131752,18109,24,18,377,0,1
43,69413,35960,6,23,424,0,1
58,105284,9220,36,4,844,1,1
25,22875,29124,60,5,579,0,0
18,14476,23054,60,0,544,1,0
43,53881,50731,12,22,719,0,1
32,69549,44351,24,3,427,1,0
21,112145,19758,48,0,587,1,1
48,75578,21191,24,22,634,1,0
43,143582,40004,12,24,710,0,1
40,18892,39935,6,10,675,0,0
22,17889,24118,6,0,737,0,1
39,98863,59474,24,1,699,1,1
60,28236,48370,12,36,588,1,0
58,74217,69023,24,5,413,0,1
62,121938,34635,24,24,575,1,0
28,73935,5356,36,3,368,1,0
22,76069,14810,24,3,782,1,1
65,133697,50385,36,35,656,0,0
34,13327,41568,24,0,665,0,0
61,140026,46820,12,11,603,0,1
44,127751,31792,48,3,816,1,0
19,87250,59984,48,1,710,0,1
31,50926,9326,12,11,303,1,0
20,18293,21686,48,2,656,0,1
61,16224,7451,12,39,686,0,0
29,33572,4135,6,11,588,0,1
34,126624,52746,60,5,310,0,0
34,112679,1687,60,2,442,1,0
40,21525,38537,60,12,392,1,0
70,20855,4621,48,44,485,0,0
39,134858,60019,12,10,819,0,1
42,20389,66001,6,10,745,1,0
20,120626,40093,24,1,732,0,1
65,16956,52730,6,9,414,0,0
20,69943,17494,24,0,444,0,1
70,81950,6295,6,49,531,1,1
58,106255,13915,24,14,512,0,1
56,32621,5714,6,14,596,0,1
58,27511,34580,12,40,649,0,1
37,108437,43522,24,13,528,1,0
25,27557,37751,12,0,317,1,0
45,38655,47711,6,11,701,1,1
26,23786,45372,36,8,379,1,0
44,118581,21540,12,9,830,1,1
51,19866,12645,6,12,425,0,0
30,118301,17986,6,9,301,0,0
37,78923,19868,60,11,692,1,1
59,82593,38067,48,3,357,1,0
41,125703,68668,12,12,581,0,0
57,62573,26576,6,27,391,1,0
33,118841,45840,60,3,488,0,0
23,34475,31167,24,4,325,1,1
55,119793,44610,48,35,674,0,1
50,129224,56744,48,11,791,0,1
19,18410,13928,12,0,640,0,0
26,87057,20839,24,7,426,1,0
57,27658,65272,6,11,793,1,0
27,131414,12775,12,9,643,1,1
58,124989,43352,12,4,835,0,1
37,113942,2448,24,5,321,0,0
61,35145,31061,48,29,833,1,1
70,109035,12069,12,20,802,0,1
48,46736,41368,36,3,726,1,0
18,77747,9158,6,0,664,0,1
65,95283,19315,36,19,372,1,0
34,91385,58176,12,12,655,1,0
48,16610,27453,36,18,699,1,0
33,139690,43520,6,10,691,1,1
67,146592,65326,60,44,475,0,1
61,102723,5683,24,30,552,1,0
60,46347,66710,36,22,563,0,1
55,54645,40465,24,2,423,1,0
59,125741,9868,24,28,688,1,0
18,38604,66518,6,0,599,1,0
56,124161,44603,6,0,702,1,1
34,89786,28595,48,8,699,0,0
39,122430,43075,48,3,649,1,0
19,16898,45842,12,0,312,0,0
24,138998,56441,24,3,591,0,0
30,95072,24302,60,9,471,1,1
31,88485,60134,60,1,491,1,0
35,125031,39990,60,17,808,0,1
23,8002,12175,6,0,427,1,0
61,87435,65346,48,24,819,1,0
27,17664,35607,48,4,726,1,0
53,115161,2733,48,8,601,0,1
58,43371,37618,12,3,340,1,0
52,113657,62107,36,1,582,1,0
46,37377,68448,60,19,510,0,0
48,107642,65990,36,28,633,0,1
40,141181,52899,60,10,440,1,1
28,36293,46068,48,8,840,0,1
41,34722,17191,24,7,560,0,0
53,15828,32612,60,24,342,0,0
44,42785,15637,36,5,323,1,0
60,141577,1002,6,8,822,1,1
18,99716,19725,36,0,748,0,0
69,46771,13535,36,25,556,1,0
29,25359,57977,36,6,338,0,0
19,80228,65685,12,0,584,1,0
46,59376,50386,6,0,414,1,0
50,109831,64522,36,32,569,0,0
21,36001,23647,6,1,524,0,0
64,104637,34303,6,40,841,1,1
60,88198,2015,60,30,763,0,0
34,12635,45128,60,12,615,0,0
20,103389,19393,36,0,425,0,1
57,142083,24798,6,31,487,0,1
40,123094,67852,12,7,374,0,1
41,100939,38979,12,15,485,1,1
42,28024,44902,24,10,422,0,0
58,149039,52779,12,2,698,0,0
63,149803,39756,12,3,684,0,1
40,123157,29726,48,2,428,0,0
31,106234,65800,48,13,421,0,0
62,149629,12954,36,22,495,0,0
51,144384,63966,12,19,382,0,1
38,116697,25577,12,7,729,0,0
21,43465,14294,48,0,493,1,0
51,25415,54097,6,29,566,0,0
60,9747,3201,36,11,420,0,0
63,43350,16008,48,17,714,1,1
36,91448,10667,36,17,752,1,1
30,60486,69767,60,10,810,1,0
27,15529,26486,6,1,626,0,1
68,98702,30010,48,45,492,1,0
35,32434,5416,60,12,410,0,0
32,21802,1534,60,7,486,1,0
27,33197,14426,36,6,501,1,0
28,50638,66793,60,6,594,0,1
54,142431,16644,48,13,604,0,1
23,70632,29344,24,5,640,1,1
22,77763,67879,6,2,828,1,1
24,28032,7069,48,3,459,0,1
58,134129,29407,36,17,628,0,0
39,23907,26781,12,14,826,0,1
40,28674,52667,36,16,609,1,0
23,59996,41999,60,1,490,0,0
46,137751,34193,12,1,468,0,1
20,73859,31368,12,1,664,0,0
52,141882,23294,48,9,359,1,1
18,76380,69624,60,0,696,1,0
42,64684,69034,6,6,568,1,1
40,75744,8790,48,18,349,1,0
24,91337,25269,6,3,736,1,1
30,9924,30053,12,6,643,1,0
67,143029,45184,48,49,375,1,0
37,107830,57904,48,3,772,0,1
27,117666,37304,36,1,702,0,1
35,132014,35459,36,4,631,1,0
41,27607,15529,12,22,454,0,0
59,107685,37763,48,40,681,0,1
59,87941,65476,60,31,306,1,0
56,135141,45610,48,24,592,0,0
65,116490,28139,60,46,534,1,1
48,109909,62523,60,23,339,0,0
60,95576,18337,36,34,734,0,1
23,27361,57129,12,5,644,0,0
67,80998,27072,12,16,797,0,1
67,130427,42807,6,22,804,0,1
34,22193,40145,48,9,619,0,0
40,23207,12476,36,0,784,1,0
49,8916,20129,24,26,312,1,0
32,39960,20258,36,7,488,1,0
45,35975,6217,36,8,432,0,0
60,105369,22861,36,16,677,0,0
40,83942,24428,36,14,405,0,1
46,111240,42386,24,13,435,0,0
28,106912,19220,6,3,357,1,1
40,85885,17463,6,0,551,1,0
30,24336,1419,48,0,393,0,0
44,46102,12382,48,20,475,0,1
57,8848,49121,60,12,831,1,0
67,36878,8844,12,12,793,1,0
66,16561,30125,24,17,812,0,1
33,14548,32379,12,10,393,1,0
50,146682,36816,6,11,822,1,0
43,142204,50720,12,15,439,1,0
59,139134,54513,48,9,737,1,0
43,134457,2897,60,5,799,0,1
31,92691,37258,24,4,800,0,1
42,56408,59392,12,15,356,0,0
61,60840,38548,12,18,409,1,0
45,71902,59510,60,13,310,0,1
46,65916,51213,48,16,424,1,0
58,111188,65343,12,35,526,0,0
35,94976,63072,48,1,688,1,1
24,88726,25493,60,3,395,1,0
55,132655,3886,36,29,658,1,1
19,29377,63225,24,1,806,1,0
47,41310,44309,48,7,526,1,0
27,102132,22119,6,1,757,1,0
28,114601,35567,6,10,735,1,0
49,101262,19599,48,27,326,0,0
54,55034,43791,60,4,560,1,0
55,91126,31454,24,20,385,0,0
21,20667,36102,60,1,527,1,0
68,77021,57498,24,9,701,1,1
60,48043,46728,12,7,418,0,0
38,102373,23007,12,19,698,0,1
25,95579,21228,60,6,835,1,1
44,93402,23221,6,13,435,1,0
64,32675,37120,24,7,544,0,0
43,110941,53303,36,7,521,0,1
68,69366,62538,6,13,644,0,1
44,149797,30769,24,23,716,1,0
54,141451,18973,6,6,506,1,0
24,58920,1268,48,2,553,0,1
57,40231,42967,24,39,534,1,1
51,22265,7220,36,15,480,1,0
52,10838,54203,6,19,344,0,0
22,137483,7108,36,3,805,1,1
30,48107,18863,48,5,646,0,1
36,123692,49399,6,18,747,1,1
58,90284,51835,48,11,431,0,1
31,104186,58796,12,2,567,1,0
66,87262,19485,12,31,367,1,0
57,10294,46789,6,24,342,1,0
50,101865,65861,24,25,736,1,0
67,30329,13879,60,29,457,1,0
67,77520,15832,24,5,329,1,0
19,71714,48607,6,0,772,1,0
40,39344,23224,6,7,382,0,0
64,124802,49931,24,34,302,0,1
18,81013,69422,6,0,708,0,1
41,52900,39397,60,11,399,0,0
52,40554,58590,12,2,380,0,0
62,47955,31010,24,40,795,1,0
70,113615,41139,60,22,527,0,1
58,52540,49913,60,27,644,1,0
65,69260,32043,12,46,517,1,0
40,144301,67639,60,4,808,1,0
54,74278,43835,24,4,830,1,1
66,77624,12474,60,30,800,1,1
30,74615,38273,48,4,566,1,0
37,32887,44860,12,5,579,0,0
28,140591,50360,12,6,836,0,1
57,47630,26357,36,1,802,0,1
29,114847,30831,24,11,714,0,1
19,146769,54314,12,0,463,1,1
38,145409,33984,12,10,344,1,0
49,20225,2712,12,4,414,1,0
50,136144,62350,24,15,581,1,0
52,63408,60401,24,10,316,1,0
58,55946,61023,12,3,550,0,0
49,111920,56689,60,0,828,1,0
27,19757,37683,36,4,750,1,0
18,39815,32643,48,0,300,1,0
33,143949,2661,6,15,338,0,0
64,9131,46061,48,40,700,0,0
60,33320,12422,12,30,644,1,0
38,90612,28820,6,13,412,0,0
55,110394,63114,60,29,514,1,0
50,24358,31296,12,10,342,0,1
34,115810,59477,36,4,553,0,1
66,41764,5008,36,4,446,0,0
47,20622,58832,48,29,498,1,0
41,42306,27823,60,18,592,0,1
18,70318,16048,60,0,403,1,0
62,17107,19612,6,42,399,1,0
61,99259,66938,24,8,758,1,1
49,122813,19942,60,19,418,1,0
30,52504,68663,36,9,506,1,0
38,140091,28460,36,5,487,1,1
39,64657,6187,6,15,729,0,1
18,70889,56252,48,0,656,1,0
25,71578,37715,60,0,482,1,0
34,132802,38436,48,10,397,0,1
49,72987,65426,12,29,328,1,1
34,53973,47001,36,7,766,0,0
47,34072,53469,36,17,825,1,1
49,120829,45413,24,27,429,1,1
50,106127,52548,36,26,821,1,0
39,98339,5448,36,5,504,1,0
46,132509,61428,12,21,681,0,1
37,71003,25675,12,12,477,0,0
39,93041,59913,12,18,752,1,1
48,28750,38670,36,2,756,0,0
24,127261,60795,24,5,799,0,0
18,99634,5386,36,0,606,1,0
25,8554,35723,24,1,393,0,0
38,9621,17531,6,5,549,0,0
36,76575,47170,6,6,510,1,0
67,60208,41408,48,18,543,0,0
60,114276,40614,48,34,691,0,1
30,13252,13841,60,8,727,1,0
60,9608,43633,36,41,716,0,1
34,119372,34372,6,11,507,0,0
36,80327,21291,24,13,805,1,1
37,9137,20856,24,14,658,0,0
70,127200,5997,24,49,379,1,0
43,147922,44210,60,10,746,1,1
38,117306,24460,36,11,443,1,0
24,70081,30172,6,6,495,0,1
52,65544,57835,24,13,565,0,0
31,26250,4723,60,6,632,1,1
70,18106,51068,12,32,317,0,1
30,82469,63145,24,2,580,0,0
57,9883,40017,60,0,530,0,0
48,62325,29368,60,30,386,1,0
62,98627,6404,6,18,704,0,1
45,11829,37664,6,26,546,0,0
55,141198,25966,60,26,373,1,0
55,147304,48457,12,19,722,0,1
50,66300,10081,36,22,816,0,1
64,59618,61084,48,3,642,1,0
18,75403,18922,6,0,436,1,0
48,37999,52941,12,24,807,0,1
47,46726,24201,12,23,823,0,0
30,14259,43389,24,9,717,1,0
47,50744,66352,36,16,695,1,1
42,109331,59571,36,16,604,0,1
22,126907,31970,12,2,436,0,0
32,108987,33829,48,10,329,0,1
65,40200,13095,48,34,845,0,1
43,26206,16281,12,20,526,1,0
55,83032,37971,48,33,323,0,0
69,99347,66807,48,30,474,0,1
18,66763,60415,24,0,747,0,1
36,49981,68843,6,8,809,0,1
57,140244,38901,60,26,578,1,1
44,49134,43555,6,14,647,1,0
46,146673,38397,36,12,642,0,1
64,120524,36318,6,38,491,0,0
70,48744,36440,60,27,535,0,0
66,50957,38246,24,30,761,0,0
25,133062,61679,6,4,844,1,0
21,149858,14708,6,1,427,1,0
34,142334,29102,48,0,612,0,0
68,25272,41634,24,26,696,0,0
69,126095,57953,24,3,677,1,0
28,62784,29223,36,2,545,1,0
19,118608,17986,12,1,520,1,0
57,110425,19402,36,9,607,0,1
32,62551,60766,36,9,774,1,0
49,70562,47335,12,4,690,1,0
47,128129,2902,24,22,725,1,0
64,39146,66712,48,2,610,0,0
30,52156,17986,48,3,369,0,1
35,133504,19948,48,15,395,0,1
60,78959,19350,60,11,849,0,1
60,34778,37342,36,16,479,1,1
19,44282,10209,36,1,822,1,0
64,11041,60285,60,38,598,0,0
67,14041,66518,24,1,406,0,0
51,121742,28062,48,29,830,0,1
50,145261,5914,6,2,670,1,0
19,25459,14910,36,1,364,1,0
66,103668,6001,48,21,489,0,1
61,146892,63042,60,7,647,0,1
25,51099,36692,48,1,682,1,0
61,120083,46571,24,19,596,0,1
46,79337,16370,36,7,529,0,1
36,134245,37894,6,16,849,0,1
22,45032,2400,12,2,352,1,0
64,81930,52409,24,3,785,0,1
42,55645,52627,24,15,772,0,1
21,126272,46859,12,0,404,0,0
65,96840,15256,6,2,367,0,0
66,68856,26443,12,29,499,1,1
62,53214,22322,36,31,611,0,0
51,36852,46457,60,29,808,0,0
41,51251,50045,60,3,366,1,1
49,141333,12084,12,1,661,0,0
48,87895,59946,24,4,705,1,1
55,94336,27456,12,36,495,0,0
40,140874,41589,48,4,791,1,1
32,67975,43567,6,11,770,1,1
48,109299,12774,48,7,790,1,1
70,18822,46773,36,19,484,0,0
38,142594,36176,12,11,315,1,0
34,33042,18639,60,8,455,0,1
63,107320,31975,12,35,379,0,1
40,37069,66991,12,18,456,1,0
44,91123,35228,36,26,576,0,0
31,143225,37864,36,13,408,0,0
23,114480,22493,36,0,779,1,1
49,92008,26535,60,20,641,0,1
66,22035,28620,60,28,562,0,0
27,125992,28837,12,8,763,0,1
53,11001,8399,36,28,339,1,0
21,50789,17169,24,2,338,0,1
58,128212,35641,6,21,730,0,1
59,18293,40229,6,34,596,0,0
20,140261,27424,48,0,697,1,1
20,137195,34655,36,2,427,0,1
46,10808,53752,6,26,674,0,0
51,26616,42493,60,19,769,0,1
52,108534,12546,12,17,497,1,0
32,140098,4763,60,5,384,1,1
31,114969,43904,12,5,514,1,0
38,74935,47193,6,6,611,0,0
43,23166,13288,12,18,607,0,0
38,140395,49193,12,20,618,0,1
37,116593,4780,12,12,433,1,0
57,147817,67096,24,11,749,0,0
70,31700,31998,12,41,486,1,0
70,38813,6070,60,28,536,0,1
43,147664,46307,24,8,465,1,0
22,121449,34729,36,0,670,0,1
29,123001,30278,12,11,327,1,0
18,106429,63233,60,0,612,1,1
49,49046,30704,24,21,324,0,0
37,43122,32949,48,0,603,0,1
50,120511,15844,60,15,415,0,1
63,24012,50254,60,28,745,0,0
66,113314,49334,6,34,467,1,0
61,84563,37535,36,41,357,0,0
67,59604,13659,48,45,798,0,1
61,87283,25939,48,19,601,1,1
50,146527,39554,36,27,352,1,0
70,128152,47755,12,21,526,1,1
68,63253,67380,24,36,780,0,1
62,86867,29053,6,20,535,0,0
59,85297,46544,6,15,710,1,0
61,149896,34788,24,14,619,0,1
47,80993,2568,48,23,342,0,1
26,129221,12447,48,6,597,0,0
63,42205,10290,6,12,422,1,0
49,51862,27663,12,6,652,0,0
20,118615,38003,6,2,642,0,1
58,79450,46674,60,6,844,1,0
69,110030,58407,12,31,529,0,0
65,59241,44736,36,15,368,0,0
63,83207,54289,24,26,376,1,0
20,50225,31235,6,0,353,0,0
65,17724,36198,6,47,357,0,1
43,105188,36449,48,7,732,0,1
20,61391,56158,24,0,732,0,0
67,146835,14716,60,17,311,0,0
26,23440,33054,60,4,388,0,0
60,54735,42498,48,38,497,0,1
40,94008,54868,24,7,668,0,1
70,143385,21482,60,16,794,1,1
46,80083,23566,6,19,704,0,1
33,16174,13794,60,13,783,0,0
38,84899,26153,60,10,509,1,0
65,137954,53778,48,27,704,1,0
50,59097,27089,24,16,778,1,1
47,54195,1352,48,29,598,1,0
43,20809,28697,6,24,490,1,0
57,61535,45943,6,9,846,0,0
51,94467,37813,60,18,748,1,0
54,40143,35929,60,11,687,0,1
65,140064,15850,12,15,751,1,1
60,22006,9766,48,20,476,1,0
45,37762,57648,12,18,670,1,0
69,144567,59095,60,25,664,1,0
43,63996,46447,24,8,506,1,1
67,79588,55323,6,9,832,0,1
62,91732,37709,24,12,797,0,0
48,23598,66532,36,2,791,1,1
27,89746,12729,36,2,469,0,0
48,14917,16314,36,10,674,0,0
47,81873,15894,24,8,399,1,0
47,58985,59545,12,4,797,0,1
60,51370,66992,12,5,567,0,0
66,132827,2236,36,15,785,1,0
57,64554,67160,36,14,784,0,1
70,16761,21381,36,3,379,1,0
31,46030,63594,12,6,699,0,1
63,47111,17336,6,6,822,1,1
25,51228,3521,24,7,637,0,0
58,63598,11431,36,16,734,1,1
29,83470,51901,48,11,839,0,1
28,84036,42119,48,6,841,0,1
34,31517,8425,12,6,683,1,1
31,139622,31317,36,8,637,0,1
35,45092,45676,12,1,408,0,0
70,140211,54325,36,36,717,0,1
56,58991,60521,48,11,814,1,1
31,88294,33786,48,8,584,0,1
26,44587,33226,48,4,585,1,0
42,18263,31422,24,21,487,1,0
45,29958,17684,6,9,364,1,0
69,65423,69433,36,28,546,1,1
63,75527,5041,60,37,349,0,1
29,54580,17122,12,1,449,0,1
59,62255,66179,36,3,559,0,0
25,132168,6983,24,5,637,1,0
48,62825,18747,60,1,796,0,0
36,82966,49195,24,10,680,0,0
40,146991,66141,24,19,588,1,0
70,73467,10329,6,5,376,0,1
46,87133,25563,60,7,353,0,1
20,49501,9281,48,1,660,0,1
24,54722,46132,36,5,845,1,0
69,20425,34559,36,10,840,0,1
30,54311,11692,6,8,649,1,1
52,20275,58198,24,1,739,0,0
66,148314,46989,60,14,495,1,0
22,125547,43721,60,1,474,1,1
31,133511,41315,24,11,829,0,1
39,44602,49204,60,3,778,0,1
20,140606,6009,24,2,320,0,1
34,64764,41973,48,5,356,0,0
44,101258,41318,48,18,528,1,0
38,127837,62540,12,0,617,0,0
29,33820,39071,60,6,722,1,0
24,30924,41153,48,3,556,0,1
53,68204,59280,48,8,608,0,1
27,58406,53028,24,2,493,0,0
23,48720,69850,6,0,763,0,0
62,117792,48314,60,15,734,1,1
62,80266,13965,12,24,382,0,0
58,64062,17771,36,10,703,1,0
36,77005,30089,60,9,620,0,1
48,48984,21882,6,27,336,0,1
64,124866,34878,12,27,377,1,0
41,76140,37431,24,20,458,0,0
29,133809,39062,6,11,336,1,0
41,144815,50276,36,12,604,0,0
37,73686,7902,48,5,582,0,0
47,123392,45672,36,20,754,1,1
69,69032,12941,24,7,566,1,0
65,21025,27800,12,40,354,1,0
52,110707,8795,6,4,519,1,0
39,100734,14028,6,21,781,1,0
58,118469,52000,36,38,828,0,1
36,49187,60531,12,4,348,1,1
41,113586,16827,36,13,845,1,1
38,68593,68346,12,13,710,1,1
70,54111,38484,24,13,648,0,1
70,18818,1209,48,0,300,0,0
62,48721,20800,36,11,661,1,0
40,99296,38647,12,2,639,0,0
24,78250,25115,6,0,415,0,0
23,63094,61944,24,4,607,1,0
31,74941,27632,12,3,748,1,1
35,17752,14385,6,3,345,0,1
38,113075,38310,24,10,415,0,1
30,141330,47897,36,0,835,0,0
57,121674,13955,12,5,450,0,1
47,63810,12370,6,18,453,1,0
51,116002,62351,60,20,609,1,1
22,67316,66828,48,3,616,0,0
69,28284,19334,24,38,428,0,0
59,73884,43456,6,21,479,1,0
21,146840,66379,6,3,636,0,1
62,50255,47210,48,8,660,0,1
23,10483,33620,36,0,488,0,0
32,62722,59373,36,3,797,0,0
49,21580,20199,24,19,639,1,0
55,147935,48455,12,20,787,0,1
69,15285,27844,24,42,617,0,0
69,39015,19247,24,4,322,1,0
52,86207,63546,36,24,548,0,1
34,57980,65723,48,13,636,1,0
53,80675,57431,60,0,380,0,1
64,33623,17538,12,8,614,0,1
27,74502,64847,48,0,597,1,0
35,103449,25876,60,13,620,1,0
63,31754,11018,12,23,529,1,0
29,56423,20262,36,0,637,1,0
24,135434,22860,6,0,653,1,1
54,22581,14195,60,0,706,0,1
51,66423,69881,60,11,587,1,0
65,142124,22369,48,10,781,1,0
61,43403,3882,60,27,370,0,1
28,45715,52996,36,5,324,0,1
66,55821,5937,12,35,649,1,0
46,89426,34136,48,24,425,1,0
61,110883,4918,24,4,476,0,0
40,51060,4519,60,3,791,0,1
63,69821,21882,48,18,788,0,1
33,110491,19272,36,2,733,0,1
51,32178,26411,12,17,447,1,0
59,128376,37747,6,31,456,1,1
64,31453,11432,48,22,391,0,0
56,31480,3462,12,16,498,1,0
28,109210,47530,6,2,540,0,0
51,49147,27828,6,21,849,0,1
19,95599,51658,48,0,465,0,1
59,75522,32970,12,33,634,0,1
59,125029,3875,60,35,745,1,0
35,130211,16828,24,15,500,0,0
69,126240,41317,60,17,449,1,0
42,111832,62133,6,13,704,1,1
59,19671,68256,24,9,452,0,0
47,141533,32360,48,19,832,0,1
45,69739,20190,24,13,442,1,0
18,32258,47108,60,0,726,1,1
64,14141,68610,36,42,680,0,0
46,46535,7443,6,10,459,1,0
30,31458,4415,12,10,566,1,1
55,100670,4962,48,2,715,1,0
34,122439,54603,6,9,548,1,0
68,140586,48421,12,46,595,1,0
26,105696,69897,60,7,457,1,0
69,52427,2224,36,1,697,0,1
26,67638,65277,12,5,445,0,1
21,43013,5355,12,3,314,0,1
42,22118,50055,6,14,617,0,0
47,89530,11324,36,18,497,0,1
36,137597,15252,6,2,549,1,0
65,83746,57982,48,30,580,0,1
31,110510,24926,12,12,781,1,1
36,64256,18364,60,18,399,0,1
47,55685,49034,48,25,703,0,1
58,115852,60739,60,27,362,0,0
66,67886,9333,12,9,507,1,0
24,58611,51419,60,6,676,0,1
35,69055,3534,12,13,303,0,0
69,55335,59659,6,46,306,0,1
28,11948,16296,60,2,564,0,0
43,110414,24719,12,9,521,0,1
61,109884,43294,48,20,587,1,0
